# DEBUG Waiting for a keypress.
       105.98400 ms     00000cf0 ticks
        18.84800 ms     0000024d ticks
        85.28000 ms     00000a69 ticks
        45.92000 ms     0000059b ticks
        96.96000 ms     00000bd6 ticks
       332.44800 ms     00002895 ticks
        97.21600 ms     00000bde ticks
        18.46400 ms     00000241 ticks
        69.82400 ms     00000886 ticks
        20.80000 ms     0000028a ticks
        81.05600 ms     000009e5 ticks
        31.07200 ms     000003cb ticks
        64.28800 ms     000007d9 ticks
        11.48800 ms     00000167 ticks
        94.30400 ms     00000b83 ticks
        14.30400 ms     000001bf ticks
        76.54400 ms     00000958 ticks
        21.15200 ms     00000295 ticks
        76.19200 ms     0000094d ticks
       196.54400 ms     000017fe ticks
        94.65600 ms     00000b8e ticks
        21.31200 ms     0000029a ticks
        56.00000 ms     000006d6 ticks
        43.16800 ms     00000545 ticks
        30.36800 ms     000003b5 ticks
        23.20000 ms     000002d5 ticks
        44.54400 ms     00000570 ticks
        16.51200 ms     00000204 ticks
        62.65600 ms     000007a6 ticks
        48.16000 ms     000005e1 ticks
        49.18400 ms     00000601 ticks
        23.58400 ms     000002e1 ticks
        83.00800 ms     00000a22 ticks
       767.48800 ms     00005db0 ticks
        47.10400 ms     000005c0 ticks
        77.31200 ms     00000970 ticks
        53.95200 ms     00000696 ticks
       677.56800 ms     000052b6 ticks
        81.05600 ms     000009e5 ticks
        78.20800 ms     0000098c ticks
        14.46400 ms     000001c4 ticks
        28.76800 ms     00000383 ticks
        44.80000 ms     00000578 ticks
       244.64000 ms     00001ddd ticks
        72.03200 ms     000008cb ticks
        40.83200 ms     000004fc ticks
        28.67200 ms     00000380 ticks
        75.80800 ms     00000941 ticks
        11.96800 ms     00000176 ticks
        23.84000 ms     000002e9 ticks
        40.25600 ms     000004ea ticks
        21.12000 ms     00000294 ticks
        58.08000 ms     00000717 ticks
        21.31200 ms     0000029a ticks
       112.22400 ms     00000db3 ticks
        11.45600 ms     00000166 ticks
        78.68800 ms     0000099b ticks
       100.22400 ms     00000c3c ticks
        33.53600 ms     00000418 ticks
        75.04000 ms     00000929 ticks
        24.12800 ms     000002f2 ticks
        20.83200 ms     0000028b ticks
        99.07200 ms     00000c18 ticks
        18.94400 ms     00000250 ticks
        69.69600 ms     00000882 ticks
        28.44800 ms     00000379 ticks
        94.36800 ms     00000b85 ticks
       150.46400 ms     0000125e ticks
        85.63200 ms     00000a74 ticks
        84.83200 ms     00000a5b ticks
        69.69600 ms     00000882 ticks
       428.70400 ms     00003455 ticks
        87.90400 ms     00000abb ticks
        21.24800 ms     00000298 ticks
        62.88000 ms     000007ad ticks
        77.31200 ms     00000970 ticks
       101.47200 ms     00000c63 ticks
        21.24800 ms     00000298 ticks
        53.79200 ms     00000691 ticks
        91.93600 ms     00000b39 ticks
       106.01600 ms     00000cf1 ticks
        29.18400 ms     00000390 ticks
        94.97600 ms     00000b98 ticks
        18.46400 ms     00000241 ticks
        81.08800 ms     000009e6 ticks
        65.24800 ms     000007f7 ticks
        49.24800 ms     00000603 ticks
        20.80000 ms     0000028a ticks
       106.04800 ms     00000cf2 ticks
        60.54400 ms     00000764 ticks
        69.76000 ms     00000884 ticks
        43.26400 ms     00000548 ticks
        51.48800 ms     00000649 ticks
        20.80000 ms     0000028a ticks
        81.15200 ms     000009e8 ticks
        48.00000 ms     000005dc ticks
       120.25600 ms     00000eae ticks
        13.98400 ms     000001b5 ticks
        95.20000 ms     00000b9f ticks
       154.68800 ms     000012e2 ticks
        92.44800 ms     00000b49 ticks
        33.37600 ms     00000413 ticks
        90.14400 ms     00000b01 ticks
       200.70400 ms     00001880 ticks
        56.22400 ms     000006dd ticks
        20.80000 ms     0000028a ticks
       100.96000 ms     00000c53 ticks
        12.00000 ms     00000177 ticks
        76.51200 ms     00000957 ticks
        62.72000 ms     000007a8 ticks
        33.12000 ms     0000040b ticks
        35.39200 ms     00000452 ticks
        21.56800 ms     000002a2 ticks
        16.54400 ms     00000205 ticks
        33.18400 ms     0000040d ticks
        31.26400 ms     000003d1 ticks
        94.68800 ms     00000b8f ticks
        48.16000 ms     000005e1 ticks
        46.91200 ms     000005ba ticks
       135.84000 ms     00001095 ticks
        53.95200 ms     00000696 ticks
        73.12000 ms     000008ed ticks
        38.01600 ms     000004a4 ticks
        33.50400 ms     00000417 ticks
        53.44000 ms     00000686 ticks
        16.54400 ms     00000205 ticks
       126.04800 ms     00000f63 ticks
        45.88800 ms     0000059a ticks
        35.84000 ms     00000460 ticks
        89.50400 ms     00000aed ticks
        24.12800 ms     000002f2 ticks
       171.39200 ms     000014ec ticks
        62.94400 ms     000007af ticks
        55.52000 ms     000006c7 ticks
        53.56800 ms     0000068a ticks
        18.84800 ms     0000024d ticks
        62.62400 ms     000007a5 ticks
       162.91200 ms     000013e3 ticks
        85.53600 ms     00000a71 ticks
        21.24800 ms     00000298 ticks
        60.60800 ms     00000766 ticks
        73.08800 ms     000008ec ticks
        87.93600 ms     00000abc ticks
       173.50400 ms     0000152e ticks
        87.87200 ms     00000aba ticks
        21.24800 ms     00000298 ticks
        49.21600 ms     00000602 ticks
        96.48000 ms     00000bc7 ticks
        15.04000 ms     000001d6 ticks
        45.21600 ms     00000585 ticks
        35.61600 ms     00000459 ticks
        98.20800 ms     00000bfd ticks
        96.54400 ms     00000bc9 ticks
        14.30400 ms     000001bf ticks
        40.09600 ms     000004e5 ticks
       763.32800 ms     00005d2e ticks
       128.67200 ms     00000fb5 ticks
        41.72800 ms     00000518 ticks
       103.77600 ms     00000cab ticks
        20.83200 ms     0000028b ticks
        76.54400 ms     00000958 ticks
        89.69600 ms     00000af3 ticks
        21.69600 ms     000002a6 ticks
        18.84800 ms     0000024d ticks
        53.53600 ms     00000689 ticks
        23.71200 ms     000002e5 ticks
       101.66400 ms     00000c69 ticks
        20.80000 ms     0000028a ticks
       134.72000 ms     00001072 ticks
        11.48800 ms     00000167 ticks
        81.50400 ms     000009f3 ticks
        33.34400 ms     00000412 ticks
        64.89600 ms     000007ec ticks
        54.30400 ms     000006a1 ticks
        65.21600 ms     000007f6 ticks
        45.72800 ms     00000595 ticks
        46.62400 ms     000005b1 ticks
        16.54400 ms     00000205 ticks
        44.35200 ms     0000056a ticks
        18.94400 ms     00000250 ticks
        65.18400 ms     000007f5 ticks
        54.27200 ms     000006a0 ticks
        81.37600 ms     000009ef ticks
        18.46400 ms     00000241 ticks
        17.72800 ms     0000022a ticks
        48.16000 ms     000005e1 ticks
        33.21600 ms     0000040e ticks
        96.92800 ms     00000bd5 ticks
        38.17600 ms     000004a9 ticks
        16.25600 ms     000001fc ticks
        70.11200 ms     0000088f ticks
        28.44800 ms     00000379 ticks
        33.15200 ms     0000040c ticks
        96.44800 ms     00000bc6 ticks
        12.60800 ms     0000018a ticks
        32.96000 ms     00000406 ticks
        47.07200 ms     000005bf ticks
        20.83200 ms     0000028b ticks
        85.47200 ms     00000a6f ticks
        18.94400 ms     00000250 ticks
        60.60800 ms     00000766 ticks
        28.44800 ms     00000379 ticks
        42.24000 ms     00000528 ticks
        59.80800 ms     0000074d ticks
        16.12800 ms     000001f8 ticks
        13.98400 ms     000001b5 ticks
        44.83200 ms     00000579 ticks
        63.71200 ms     000007c7 ticks
        12.00000 ms     00000177 ticks
        33.76000 ms     0000041f ticks
        21.88800 ms     000002ac ticks
        21.15200 ms     00000295 ticks
        69.37600 ms     00000878 ticks
        21.28000 ms     00000299 ticks
        53.72800 ms     0000068f ticks
        62.68800 ms     000007a7 ticks
        21.82400 ms     000002aa ticks
        21.31200 ms     0000029a ticks
        94.75200 ms     00000b91 ticks
        43.84000 ms     0000055a ticks
        56.22400 ms     000006dd ticks
       213.28000 ms     00001a09 ticks
        63.00800 ms     000007b1 ticks
       284.35200 ms     000022b6 ticks
       121.92000 ms     00000ee2 ticks
        24.96000 ms     0000030c ticks
       110.56000 ms     00000d7f ticks
        20.83200 ms     0000028b ticks
       102.33600 ms     00000c7e ticks
        11.71200 ms     0000016e ticks
        81.34400 ms     000009ee ticks
        18.84800 ms     0000024d ticks
        73.95200 ms     00000907 ticks
        20.83200 ms     0000028b ticks
        72.06400 ms     000008cc ticks
        87.74400 ms     00000ab6 ticks
        71.42400 ms     000008b8 ticks
         9.66400 ms     0000012e ticks
        62.84800 ms     000007ac ticks
        50.56000 ms     0000062c ticks
        22.52800 ms     000002c0 ticks
        32.48000 ms     000003f7 ticks
         8.51200 ms     0000010a ticks
        55.74400 ms     000006ce ticks
        21.98400 ms     000002af ticks
       252.99200 ms     00001ee2 ticks
        81.08800 ms     000009e6 ticks
        21.28000 ms     00000299 ticks
        51.48800 ms     00000649 ticks
        81.50400 ms     000009f3 ticks
        81.08800 ms     000009e6 ticks
        35.93600 ms     00000463 ticks
        44.64000 ms     00000573 ticks
        77.34400 ms     00000971 ticks
        21.82400 ms     000002aa ticks
        48.16000 ms     000005e1 ticks
        51.45600 ms     00000648 ticks
        30.94400 ms     000003c7 ticks
        67.16800 ms     00000833 ticks
        62.65600 ms     000007a6 ticks
        90.43200 ms     00000b0a ticks
        18.46400 ms     00000241 ticks
       103.74400 ms     00000caa ticks
        28.64000 ms     0000037f ticks
        67.68000 ms     00000843 ticks
        18.46400 ms     00000241 ticks
       103.74400 ms     00000caa ticks
        28.64000 ms     0000037f ticks
        60.60800 ms     00000766 ticks
        73.12000 ms     000008ed ticks
        72.06400 ms     000008cc ticks
        77.50400 ms     00000976 ticks
        42.36800 ms     0000052c ticks
       280.19200 ms     00002234 ticks
        87.93600 ms     00000abc ticks
       129.56800 ms     00000fd1 ticks
        99.26400 ms     00000c1e ticks
       319.93600 ms     0000270e ticks
        83.39200 ms     00000a2e ticks
        20.80000 ms     0000028a ticks
        62.97600 ms     000007b0 ticks
        48.16000 ms     000005e1 ticks
        37.82400 ms     0000049e ticks
        20.80000 ms     0000028a ticks
        85.66400 ms     00000a75 ticks
        64.76800 ms     000007e8 ticks
        42.56000 ms     00000532 ticks
        55.48800 ms     000006c6 ticks
        56.06400 ms     000006d8 ticks
        75.20000 ms     0000092e ticks
        47.13600 ms     000005c1 ticks
        73.12000 ms     000008ed ticks
        79.68000 ms     000009ba ticks
        11.71200 ms     0000016e ticks
        81.50400 ms     000009f3 ticks
        38.24000 ms     000004ab ticks
        76.06400 ms     00000949 ticks
        18.97600 ms     00000251 ticks
       125.72800 ms     00000f59 ticks
        16.64000 ms     00000208 ticks
        30.27200 ms     000003b2 ticks
        35.61600 ms     00000459 ticks
        96.12800 ms     00000bbc ticks
        89.72800 ms     00000af4 ticks
        18.94400 ms     00000250 ticks
        67.45600 ms     0000083c ticks
        29.18400 ms     00000390 ticks
        69.76000 ms     00000884 ticks
        28.60800 ms     0000037e ticks
        24.12800 ms     000002f2 ticks
        68.92800 ms     0000086a ticks
        60.70400 ms     00000769 ticks
        50.62400 ms     0000062e ticks
        45.21600 ms     00000585 ticks
        13.98400 ms     000001b5 ticks
        60.32000 ms     0000075d ticks
        14.30400 ms     000001bf ticks
        78.68800 ms     0000099b ticks
        18.84800 ms     0000024d ticks
        55.80800 ms     000006d0 ticks
        21.24800 ms     00000298 ticks
        90.24000 ms     00000b04 ticks
       207.00800 ms     00001945 ticks
       140.60800 ms     0000112a ticks
        13.98400 ms     000001b5 ticks
        81.53600 ms     000009f4 ticks
       175.61600 ms     00001570 ticks
        74.27200 ms     00000911 ticks
        21.28000 ms     00000299 ticks
        58.30400 ms     0000071e ticks
        45.63200 ms     00000592 ticks
        35.74400 ms     0000045d ticks
        25.40800 ms     0000031a ticks
        21.98400 ms     000002af ticks
        27.07200 ms     0000034e ticks
        73.92000 ms     00000906 ticks
        66.08000 ms     00000811 ticks
        24.41600 ms     000002fb ticks
        18.46400 ms     00000241 ticks
        58.46400 ms     00000723 ticks
        52.19200 ms     0000065f ticks
        96.99200 ms     00000bd7 ticks
       587.61600 ms     000047bb ticks
        85.69600 ms     00000a76 ticks
        20.80000 ms     0000028a ticks
       103.77600 ms     00000cab ticks
        73.12000 ms     000008ed ticks
       133.18400 ms     00001042 ticks
